service_id,service_type_id,client_name,hours,service_date,service_time,hourly_rate,total_revenue,branch_id,department,service_description,Country,Region,Day_nbr,Day_name,weekend,Day,Month,Year,Hour,Periods per day,Season,Revenue_Level,Weeks
19854,1,"Riggs, Barber and Pu",7,13/10/2023,16:07:08,300,2100,AP,Tax,Legal Consultation,China,APAC,13,Saturday,Weekend,Saturday - 13,October,2023,16,Afternoon,Autumn,Medium,Week 2
19862,4,Day Ltd,2,27/06/2023,20:48:49,300,600,AP,Tax,Quarterly Review,China,APAC,27,Saturday,Weekend,Saturday - 27,June,2023,20,Evening,Summer,Low,Week 4
19867,6,"Campbell, Nelson and",1,29/08/2023,4:03:00,300,300,AP,Advisory,Quarterly Review,China,APAC,29,Monday,No,Monday - 29,August,2023,4,Midnight and After,Summer,Low,Week 4
19871,2,Dixon-Bennett,8,17/08/2023,21:37:59,600,4800,AP,Legal,Market Analysis,China,APAC,17,Wednesday,No,Wednesday - 17,August,2023,21,Night,Summer,High,Week 3
19872,1,Lynch-Hicks,3,25/02/2023,21:57:19,1500,4500,AP,Management,Market Analysis,China,APAC,25,Thursday,No,Thursday - 25,February,2023,21,Night,Winter,High,Week 4
19874,8,Holland-Arnold,3,25/12/2023,0:22:52,300,900,AP,Audit,Legal Consultation,China,APAC,25,Thursday,No,Thursday - 25,December,2023,0,Midnight and After,Winter,Low,Week 4
19877,8,Torres-Cordova,7,24/10/2023,7:51:37,900,6300,AP,Audit,Market Analysis,China,APAC,24,Wednesday,No,Wednesday - 24,October,2023,7,Morning,Autumn,High,Week 4
19879,9,Campbell LLC,1,25/11/2023,15:56:12,900,900,AP,Legal,Quarterly Review,China,APAC,25,Thursday,No,Thursday - 25,November,2023,15,Afternoon,Autumn,Low,Week 4
19883,1,Mills and Sons,3,12/1/2023,16:19:40,1500,4500,AP,Legal,Market Analysis,China,APAC,12,Friday,No,Friday - 12,January,2023,16,Afternoon,Winter,High,Week 2
19886,6,Edwards LLC,6,23/05/2023,22:32:04,600,3600,AP,Management,Annual Tax Filing,China,APAC,23,Tuesday,No,Tuesday - 23,May,2023,22,Night,Spring,High,Week 4
19889,2,Clark-Wilkins,3,25/08/2023,5:46:56,600,1800,AP,Audit,Quarterly Review,China,APAC,25,Thursday,No,Thursday - 25,August,2023,5,Midnight and After,Summer,Medium,Week 4
19895,3,"Skinner, Kelly and C",5,30/04/2023,22:00:30,1500,7500,AP,Tax,Strategy Consulting,China,APAC,30,Tuesday,No,Tuesday - 30,April,2023,22,Night,Spring,High,Week 4
19896,7,Suarez-Baker,1,24/01/2023,9:42:07,300,300,AP,Legal,Quarterly Review,China,APAC,24,Wednesday,No,Wednesday - 24,January,2023,9,Morning,Winter,Low,Week 4
19899,2,Weaver-Bishop,8,8/3/2023,1:16:13,900,7200,AP,Management,Strategy Consulting,China,APAC,08,Monday,No,Monday - 08,March,2023,1,Midnight and After,Spring,High,Week 2
19901,4,"Martin, Horne and Le",3,15/09/2023,20:41:00,300,900,AP,Tax,Market Analysis,China,APAC,15,Monday,No,Monday - 15,September,2023,20,Evening,Autumn,Low,Week 3
19902,3,"Hawkins, Hernandez a",5,20/08/2023,11:16:57,600,3000,AP,Management,Legal Consultation,China,APAC,20,Saturday,Weekend,Saturday - 20,August,2023,11,Morning,Summer,Medium,Week 3
19903,4,Hall and Sons,7,12/6/2023,2:15:49,600,4200,AP,Tax,Quarterly Review,China,APAC,12,Friday,No,Friday - 12,June,2023,2,Midnight and After,Summer,High,Week 2
19911,3,Kelly Inc,2,12/11/2023,13:50:04,900,1800,AP,Advisory,Legal Consultation,China,APAC,12,Friday,No,Friday - 12,November,2023,13,Midday/Noon,Autumn,Medium,Week 2
19912,2,Harding-Blackburn,4,4/7/2023,6:30:01,600,2400,AP,Tax,Annual Tax Filing,China,APAC,04,Thursday,No,Thursday - 04,July,2023,6,Morning,Summer,Medium,Week 1
19915,6,Cobb Ltd,7,3/4/2023,22:31:27,900,6300,AP,Tax,Strategy Consulting,China,APAC,03,Wednesday,No,Wednesday - 03,April,2023,22,Night,Spring,High,Week 1
19921,9,Wilson-Rollins,8,30/07/2023,9:14:17,1200,9600,AP,Tax,Market Analysis,China,APAC,30,Tuesday,No,Tuesday - 30,July,2023,9,Morning,Summer,High,Week 4
19922,1,"Snyder, Alvarado and",8,16/08/2023,15:48:31,1500,12000,AP,Legal,Strategy Consulting,China,APAC,16,Tuesday,No,Tuesday - 16,August,2023,15,Afternoon,Summer,High,Week 3
19926,8,"Thomas, Case and Gil",8,9/5/2023,10:17:09,600,4800,AP,Audit,Quarterly Review,China,APAC,09,Tuesday,No,Tuesday - 09,May,2023,10,Morning,Spring,High,Week 2
19927,3,Ross-Ross,1,5/9/2023,12:24:06,900,900,AP,Audit,Legal Consultation,China,APAC,05,Friday,No,Friday - 05,September,2023,12,Midday/Noon,Autumn,Low,Week 1
19932,5,Evans-Smith,5,20/05/2023,7:36:24,900,4500,AP,Legal,Market Analysis,China,APAC,20,Saturday,Weekend,Saturday - 20,May,2023,7,Morning,Spring,High,Week 3
19934,1,"Martinez, Summers an",3,3/6/2023,13:14:05,1200,3600,AP,Audit,Market Analysis,China,APAC,03,Wednesday,No,Wednesday - 03,June,2023,13,Midday/Noon,Summer,High,Week 1
19935,4,Zuniga Group,6,17/04/2023,15:52:45,900,5400,AP,Tax,Annual Tax Filing,China,APAC,17,Wednesday,No,Wednesday - 17,April,2023,15,Afternoon,Spring,High,Week 3
19948,7,Bradley-Camacho,1,17/09/2023,2:39:04,600,600,AP,Audit,Quarterly Review,China,APAC,17,Wednesday,No,Wednesday - 17,September,2023,2,Midnight and After,Autumn,Low,Week 3
19956,6,"Johnson, Moody and B",2,10/5/2023,6:28:00,300,600,AP,Management,Strategy Consulting,China,APAC,10,Wednesday,No,Wednesday - 10,May,2023,6,Morning,Spring,Low,Week 2
19959,4,"Chan, Garner and Cha",1,27/02/2023,11:42:48,1200,1200,AP,Tax,Market Analysis,China,APAC,27,Saturday,Weekend,Saturday - 27,February,2023,11,Morning,Winter,Low,Week 4
19960,4,Anderson-Shaffer,2,7/8/2023,22:02:40,600,1200,AP,Legal,Legal Consultation,China,APAC,07,Sunday,Weekend,Sunday - 07,August,2023,22,Night,Summer,Low,Week 1
19965,6,Yang-Burns,5,6/8/2023,20:42:06,1500,7500,AP,Tax,Legal Consultation,China,APAC,06,Saturday,Weekend,Saturday - 06,August,2023,20,Evening,Summer,High,Week 1
19968,1,Fox Inc,7,13/11/2023,1:31:39,1200,8400,AP,Tax,Annual Tax Filing,China,APAC,13,Saturday,Weekend,Saturday - 13,November,2023,1,Midnight and After,Autumn,High,Week 2
19969,3,"Oconnell, Walls and ",2,22/12/2023,21:24:38,900,1800,AP,Tax,Strategy Consulting,China,APAC,22,Monday,No,Monday - 22,December,2023,21,Night,Winter,Medium,Week 4
19971,7,"Howard, Carter and J",2,23/06/2023,3:33:06,1500,3000,AP,Advisory,Quarterly Review,China,APAC,23,Tuesday,No,Tuesday - 23,June,2023,3,Midnight and After,Summer,Medium,Week 4
19973,4,"Gomez, Martinez and ",7,15/06/2023,2:00:24,300,2100,AP,Advisory,Quarterly Review,China,APAC,15,Monday,No,Monday - 15,June,2023,2,Midnight and After,Summer,Medium,Week 3
19980,1,Hernandez LLC,1,19/07/2023,13:38:32,1200,1200,AP,Legal,Quarterly Review,China,APAC,19,Friday,No,Friday - 19,July,2023,13,Midday/Noon,Summer,Low,Week 3
19987,7,"Moon, Anderson and F",3,4/8/2023,16:38:03,300,900,AP,Legal,Market Analysis,China,APAC,04,Thursday,No,Thursday - 04,August,2023,16,Afternoon,Summer,Low,Week 1
19988,6,Bray-Oconnor,3,30/12/2023,9:58:53,1200,3600,AP,Advisory,Legal Consultation,China,APAC,30,Tuesday,No,Tuesday - 30,December,2023,9,Morning,Winter,High,Week 4
19991,8,"Gregory, Powell and ",2,22/11/2023,18:47:35,900,1800,AP,Audit,Market Analysis,China,APAC,22,Monday,No,Monday - 22,November,2023,18,Evening,Autumn,Medium,Week 4
19993,6,Fritz-May,6,9/3/2023,5:45:01,600,3600,AP,Management,Market Analysis,China,APAC,09,Tuesday,No,Tuesday - 09,March,2023,5,Midnight and After,Spring,High,Week 2
19998,6,Henderson-Lang,1,15/03/2023,19:59:41,600,600,AP,Advisory,Quarterly Review,China,APAC,15,Monday,No,Monday - 15,March,2023,19,Evening,Spring,Low,Week 3
19999,3,Taylor-Walsh,3,31/07/2023,10:50:50,1500,4500,AP,Legal,Market Analysis,China,APAC,31,Wednesday,No,Wednesday - 31,July,2023,10,Morning,Summer,High,Week 4
20003,8,Long-Anderson,4,21/05/2023,15:22:45,600,2400,AP,Tax,Annual Tax Filing,China,APAC,21,Sunday,Weekend,Sunday - 21,May,2023,15,Afternoon,Spring,Medium,Week 3
20004,6,Miller-Rodriguez,8,20/11/2023,5:04:06,900,7200,AP,Tax,Annual Tax Filing,China,APAC,20,Saturday,Weekend,Saturday - 20,November,2023,5,Midnight and After,Autumn,High,Week 3
20009,9,Wood and Sons,4,21/02/2023,17:23:59,300,1200,AP,Legal,Annual Tax Filing,China,APAC,21,Sunday,Weekend,Sunday - 21,February,2023,17,Afternoon,Winter,Low,Week 3
20013,3,Ray-Collins,7,16/05/2023,0:39:57,600,4200,AP,Advisory,Annual Tax Filing,China,APAC,16,Tuesday,No,Tuesday - 16,May,2023,0,Midnight and After,Spring,High,Week 3
20015,4,"Lara, Bennett and Sc",3,13/11/2023,0:04:18,900,2700,AP,Advisory,Market Analysis,China,APAC,13,Saturday,Weekend,Saturday - 13,November,2023,0,Midnight and After,Autumn,Medium,Week 2
20017,8,Smith-Long,2,16/10/2023,7:57:12,900,1800,AP,Audit,Market Analysis,China,APAC,16,Tuesday,No,Tuesday - 16,October,2023,7,Morning,Autumn,Medium,Week 3
20020,5,"Lopez, Barton and Co",3,27/09/2023,13:00:54,600,1800,AP,Advisory,Market Analysis,China,APAC,27,Saturday,Weekend,Saturday - 27,September,2023,13,Midday/Noon,Autumn,Medium,Week 4
20026,1,"Martinez, Robinson a",7,16/02/2023,19:46:02,300,2100,AP,Legal,Market Analysis,China,APAC,16,Tuesday,No,Tuesday - 16,February,2023,19,Evening,Winter,Medium,Week 3
20036,8,Martin-Chen,4,27/10/2023,10:58:07,900,3600,AP,Tax,Market Analysis,China,APAC,27,Saturday,Weekend,Saturday - 27,October,2023,10,Morning,Autumn,High,Week 4
20051,3,"Middleton, Ortiz and",1,7/10/2023,14:50:57,600,600,AP,Tax,Strategy Consulting,China,APAC,07,Sunday,Weekend,Sunday - 07,October,2023,14,Afternoon,Autumn,Low,Week 1
20052,5,Ward and Sons,4,3/12/2023,13:59:06,600,2400,AP,Management,Legal Consultation,China,APAC,03,Wednesday,No,Wednesday - 03,December,2023,13,Midday/Noon,Winter,Medium,Week 1
20066,6,Francis LLC,8,28/03/2023,6:26:12,900,7200,AP,Advisory,Annual Tax Filing,China,APAC,28,Sunday,Weekend,Sunday - 28,March,2023,6,Morning,Spring,High,Week 4
20068,5,"Sellers, Miller and ",2,29/07/2023,11:42:31,600,1200,AP,Management,Quarterly Review,China,APAC,29,Monday,No,Monday - 29,July,2023,11,Morning,Summer,Low,Week 4
20073,4,Smith-Galvan,5,4/10/2023,6:53:48,900,4500,AP,Management,Quarterly Review,China,APAC,04,Thursday,No,Thursday - 04,October,2023,6,Morning,Autumn,High,Week 1
20075,8,Arias-Moore,4,8/3/2023,21:43:35,1500,6000,AP,Legal,Quarterly Review,China,APAC,08,Monday,No,Monday - 08,March,2023,21,Night,Spring,High,Week 2
20077,3,Munoz Ltd,2,1/2/2023,2:18:24,1200,2400,AP,Management,Strategy Consulting,China,APAC,01,Monday,No,Monday - 01,February,2023,2,Midnight and After,Winter,Medium,Week 1
20079,6,Jackson Inc,8,23/10/2023,13:53:29,1200,9600,AP,Legal,Strategy Consulting,China,APAC,23,Tuesday,No,Tuesday - 23,October,2023,13,Midday/Noon,Autumn,High,Week 4
20080,5,Cannon PLC,5,2/3/2023,17:26:30,600,3000,AP,Management,Strategy Consulting,China,APAC,02,Tuesday,No,Tuesday - 02,March,2023,17,Afternoon,Spring,Medium,Week 1
20082,8,"Stout, Huber and Bro",2,21/11/2023,23:37:31,300,600,AP,Management,Strategy Consulting,China,APAC,21,Sunday,Weekend,Sunday - 21,November,2023,23,Night,Autumn,Low,Week 3
20087,9,"Johnson, Morales and",8,1/8/2023,22:59:27,300,2400,AP,Management,Legal Consultation,China,APAC,01,Monday,No,Monday - 01,August,2023,22,Night,Summer,Medium,Week 1
20091,4,Barron Inc,5,14/09/2023,12:02:37,600,3000,AP,Advisory,Quarterly Review,China,APAC,14,Sunday,Weekend,Sunday - 14,September,2023,12,Midday/Noon,Autumn,Medium,Week 2
20095,2,Hall and Sons,6,28/02/2023,7:43:34,1500,9000,AP,Management,Market Analysis,China,APAC,28,Sunday,Weekend,Sunday - 28,February,2023,7,Morning,Winter,High,Week 4
20098,4,Morris-Hill,7,14/04/2023,2:44:26,300,2100,AP,Advisory,Legal Consultation,China,APAC,14,Sunday,Weekend,Sunday - 14,April,2023,2,Midnight and After,Spring,Medium,Week 2
20101,4,Green LLC,4,11/6/2023,19:17:26,1500,6000,AP,Audit,Legal Consultation,China,APAC,11,Thursday,No,Thursday - 11,June,2023,19,Evening,Summer,High,Week 2
20103,9,Ibarra-Marshall,6,7/6/2023,0:03:16,600,3600,AP,Advisory,Quarterly Review,China,APAC,07,Sunday,Weekend,Sunday - 07,June,2023,0,Midnight and After,Summer,High,Week 1
20106,6,"Jones, Allen and Fos",6,19/05/2023,20:11:40,1500,9000,AP,Legal,Market Analysis,China,APAC,19,Friday,No,Friday - 19,May,2023,20,Evening,Spring,High,Week 3
20111,4,Snyder Inc,5,5/3/2023,14:25:49,1200,6000,AP,Advisory,Quarterly Review,China,APAC,05,Friday,No,Friday - 05,March,2023,14,Afternoon,Spring,High,Week 1
20113,4,Stokes-Wright,2,11/5/2023,13:55:13,600,1200,AP,Legal,Market Analysis,China,APAC,11,Thursday,No,Thursday - 11,May,2023,13,Midday/Noon,Spring,Low,Week 2
20117,2,Dunn-Joseph,5,29/05/2023,20:32:10,1200,6000,AP,Advisory,Market Analysis,China,APAC,29,Monday,No,Monday - 29,May,2023,20,Evening,Spring,High,Week 4
20118,6,Pope PLC,4,14/08/2023,13:40:11,900,3600,AP,Tax,Annual Tax Filing,China,APAC,14,Sunday,Weekend,Sunday - 14,August,2023,13,Midday/Noon,Summer,High,Week 2
20121,9,Lewis-Bush,3,12/6/2023,16:09:01,900,2700,AP,Management,Quarterly Review,China,APAC,12,Friday,No,Friday - 12,June,2023,16,Afternoon,Summer,Medium,Week 2
20125,9,Love-Bird,3,22/11/2023,10:23:08,1200,3600,AP,Legal,Market Analysis,China,APAC,22,Monday,No,Monday - 22,November,2023,10,Morning,Autumn,High,Week 4
20131,9,"Richards, Robinson a",4,10/6/2023,23:35:47,300,1200,AP,Legal,Strategy Consulting,China,APAC,10,Wednesday,No,Wednesday - 10,June,2023,23,Night,Summer,Low,Week 2
20132,6,Thomas Group,6,14/08/2023,21:45:57,600,3600,AP,Legal,Strategy Consulting,China,APAC,14,Sunday,Weekend,Sunday - 14,August,2023,21,Night,Summer,High,Week 2
20134,2,Bradley-Camacho,8,2/12/2023,7:21:49,900,7200,AP,Legal,Annual Tax Filing,China,APAC,02,Tuesday,No,Tuesday - 02,December,2023,7,Morning,Winter,High,Week 1
20135,4,Mcgee Group,5,9/5/2023,23:11:12,1200,6000,AP,Advisory,Annual Tax Filing,China,APAC,09,Tuesday,No,Tuesday - 09,May,2023,23,Night,Spring,High,Week 2
20138,4,Scott-Sullivan,5,3/5/2023,15:33:12,600,3000,AP,Legal,Annual Tax Filing,China,APAC,03,Wednesday,No,Wednesday - 03,May,2023,15,Afternoon,Spring,Medium,Week 1
20150,3,"Shepard, Ortiz and G",4,23/11/2023,13:45:43,900,3600,AP,Legal,Legal Consultation,China,APAC,23,Tuesday,No,Tuesday - 23,November,2023,13,Midday/Noon,Autumn,High,Week 4
20151,7,Weaver-Gomez,1,17/03/2023,21:19:05,1500,1500,AP,Management,Strategy Consulting,China,APAC,17,Wednesday,No,Wednesday - 17,March,2023,21,Night,Spring,Low,Week 3
20164,2,Dunlap and Sons,8,26/08/2023,0:00:53,300,2400,AP,Management,Annual Tax Filing,China,APAC,26,Friday,No,Friday - 26,August,2023,0,Midnight and After,Summer,Medium,Week 4
20166,2,"Woods, Clark and Joh",7,9/5/2023,18:03:47,300,2100,AP,Advisory,Annual Tax Filing,China,APAC,09,Tuesday,No,Tuesday - 09,May,2023,18,Evening,Spring,Medium,Week 2
20167,4,Thompson-Lee,2,5/3/2023,2:21:06,1500,3000,AP,Audit,Strategy Consulting,China,APAC,05,Friday,No,Friday - 05,March,2023,2,Midnight and After,Spring,Medium,Week 1
20169,8,"Gutierrez, Lester an",5,18/11/2023,9:48:37,600,3000,AP,Advisory,Legal Consultation,China,APAC,18,Thursday,No,Thursday - 18,November,2023,9,Morning,Autumn,Medium,Week 3
20170,3,George-Leblanc,6,3/11/2023,2:28:52,600,3600,AP,Management,Annual Tax Filing,China,APAC,03,Wednesday,No,Wednesday - 03,November,2023,2,Midnight and After,Autumn,High,Week 1
20173,1,Walls-Herrera,4,6/12/2023,10:31:52,1200,4800,AP,Tax,Strategy Consulting,China,APAC,06,Saturday,Weekend,Saturday - 06,December,2023,10,Morning,Winter,High,Week 1
20181,6,Carter-Flores,5,10/4/2023,22:38:45,1200,6000,AP,Audit,Strategy Consulting,China,APAC,10,Wednesday,No,Wednesday - 10,April,2023,22,Night,Spring,High,Week 2
20185,9,Cline-Sanchez,2,12/9/2023,10:27:57,300,600,AP,Legal,Annual Tax Filing,China,APAC,12,Friday,No,Friday - 12,September,2023,10,Morning,Autumn,Low,Week 2
20196,9,"Hanson, White and My",3,19/05/2023,12:28:22,300,900,AP,Management,Quarterly Review,China,APAC,19,Friday,No,Friday - 19,May,2023,12,Midday/Noon,Spring,Low,Week 3
20199,1,Ramirez-Powell,8,10/10/2023,11:09:46,900,7200,AP,Management,Legal Consultation,China,APAC,10,Wednesday,No,Wednesday - 10,October,2023,11,Morning,Autumn,High,Week 2
20203,4,Thomas Group,4,20/10/2023,11:19:26,600,2400,AP,Audit,Strategy Consulting,China,APAC,20,Saturday,Weekend,Saturday - 20,October,2023,11,Morning,Autumn,Medium,Week 3
20208,8,"Ross, Williams and G",1,30/10/2023,16:13:24,300,300,AP,Management,Quarterly Review,China,APAC,30,Tuesday,No,Tuesday - 30,October,2023,16,Afternoon,Autumn,Low,Week 4
20217,7,Sanders-Anderson,2,15/05/2023,8:39:45,600,1200,AP,Management,Market Analysis,China,APAC,15,Monday,No,Monday - 15,May,2023,8,Morning,Spring,Low,Week 3
20221,3,"Blackwell, Nunez and",4,11/3/2023,1:48:58,900,3600,AP,Management,Legal Consultation,China,APAC,11,Thursday,No,Thursday - 11,March,2023,1,Midnight and After,Spring,High,Week 2
20225,3,Jones-Powell,8,22/04/2023,10:41:54,600,4800,AP,Audit,Legal Consultation,China,APAC,22,Monday,No,Monday - 22,April,2023,10,Morning,Spring,High,Week 4
20227,3,"Wilson, Smith and Tr",3,14/07/2023,8:23:35,1500,4500,AP,Management,Quarterly Review,China,APAC,14,Sunday,Weekend,Sunday - 14,July,2023,8,Morning,Summer,High,Week 2
20230,2,Ward-Sharp,1,23/02/2023,4:04:49,1500,1500,AP,Tax,Annual Tax Filing,China,APAC,23,Tuesday,No,Tuesday - 23,February,2023,4,Midnight and After,Winter,Low,Week 4
20232,1,Smith-Larsen,8,17/05/2023,11:30:14,600,4800,AP,Legal,Strategy Consulting,China,APAC,17,Wednesday,No,Wednesday - 17,May,2023,11,Morning,Spring,High,Week 3
20233,4,Barker-Barker,1,14/08/2023,6:30:12,1500,1500,AP,Legal,Market Analysis,China,APAC,14,Sunday,Weekend,Sunday - 14,August,2023,6,Morning,Summer,Low,Week 2
20235,3,"Anderson, Leblanc an",6,3/12/2023,4:12:23,1200,7200,AP,Advisory,Annual Tax Filing,China,APAC,03,Wednesday,No,Wednesday - 03,December,2023,4,Midnight and After,Winter,High,Week 1
20237,1,Black-Miles,8,28/04/2023,5:21:51,1500,12000,AP,Audit,Legal Consultation,China,APAC,28,Sunday,Weekend,Sunday - 28,April,2023,5,Midnight and After,Spring,High,Week 4
20242,6,"Reyes, Bradley and T",7,6/11/2023,3:12:45,900,6300,AP,Tax,Quarterly Review,China,APAC,06,Saturday,Weekend,Saturday - 06,November,2023,3,Midnight and After,Autumn,High,Week 1
20243,9,Alvarado and Sons,7,23/09/2023,5:29:41,1200,8400,AP,Audit,Strategy Consulting,China,APAC,23,Tuesday,No,Tuesday - 23,September,2023,5,Midnight and After,Autumn,High,Week 4
20254,8,Peterson PLC,8,13/07/2023,15:22:03,1200,9600,AP,Tax,Strategy Consulting,China,APAC,13,Saturday,Weekend,Saturday - 13,July,2023,15,Afternoon,Summer,High,Week 2
20257,3,Lawson-Rose,2,4/1/2023,19:03:57,600,1200,AP,Legal,Quarterly Review,China,APAC,04,Thursday,No,Thursday - 04,January,2023,19,Evening,Winter,Low,Week 1
20267,3,Haynes Inc,2,12/6/2023,20:25:03,1500,3000,AP,Legal,Market Analysis,China,APAC,12,Friday,No,Friday - 12,June,2023,20,Evening,Summer,Medium,Week 2
20275,5,"Morris, Guzman and P",7,24/09/2023,21:57:44,900,6300,AP,Management,Market Analysis,China,APAC,24,Wednesday,No,Wednesday - 24,September,2023,21,Night,Autumn,High,Week 4
20280,3,"Fields, Morales and ",7,31/07/2023,1:26:40,1500,10500,AP,Tax,Strategy Consulting,China,APAC,31,Wednesday,No,Wednesday - 31,July,2023,1,Midnight and After,Summer,High,Week 4
20283,9,Sellers Group,5,21/11/2023,10:37:23,600,3000,AP,Legal,Annual Tax Filing,China,APAC,21,Sunday,Weekend,Sunday - 21,November,2023,10,Morning,Autumn,Medium,Week 3
20285,3,"Thompson, Jordan and",7,10/6/2023,5:06:11,1500,10500,AP,Advisory,Strategy Consulting,China,APAC,10,Wednesday,No,Wednesday - 10,June,2023,5,Midnight and After,Summer,High,Week 2
20286,2,Simmons-Gaines,3,2/12/2023,16:26:44,1500,4500,AP,Audit,Legal Consultation,China,APAC,02,Tuesday,No,Tuesday - 02,December,2023,16,Afternoon,Winter,High,Week 1
20293,7,Fox LLC,3,8/7/2023,0:36:53,300,900,AP,Management,Quarterly Review,China,APAC,08,Monday,No,Monday - 08,July,2023,0,Midnight and After,Summer,Low,Week 2
20297,5,"Davis, Mclaughlin an",7,1/1/2023,7:43:12,300,2100,AP,Legal,Strategy Consulting,China,APAC,01,Monday,No,Monday - 01,January,2023,7,Morning,Winter,Medium,Week 1
20302,3,Nixon-Moore,4,14/06/2023,15:41:03,1500,6000,AP,Legal,Quarterly Review,China,APAC,14,Sunday,Weekend,Sunday - 14,June,2023,15,Afternoon,Summer,High,Week 2
20303,7,Schroeder and Sons,7,6/1/2023,9:40:35,900,6300,AP,Management,Market Analysis,China,APAC,06,Saturday,Weekend,Saturday - 06,January,2023,9,Morning,Winter,High,Week 1
20309,2,Ray-Fisher,6,31/10/2023,1:58:55,1200,7200,AP,Legal,Annual Tax Filing,China,APAC,31,Wednesday,No,Wednesday - 31,October,2023,1,Midnight and After,Autumn,High,Week 4
20311,8,Camacho-Mcclain,4,22/07/2023,12:27:08,900,3600,AP,Management,Legal Consultation,China,APAC,22,Monday,No,Monday - 22,July,2023,12,Midday/Noon,Summer,High,Week 4
20315,1,"Mclean, Williams and",6,6/8/2023,0:28:08,1200,7200,AP,Audit,Annual Tax Filing,China,APAC,06,Saturday,Weekend,Saturday - 06,August,2023,0,Midnight and After,Summer,High,Week 1
20316,8,Smith LLC,5,27/07/2023,1:30:02,1500,7500,AP,Management,Quarterly Review,China,APAC,27,Saturday,Weekend,Saturday - 27,July,2023,1,Midnight and After,Summer,High,Week 4
20331,8,Torres-Monroe,8,13/04/2023,9:28:40,900,7200,AP,Tax,Annual Tax Filing,China,APAC,13,Saturday,Weekend,Saturday - 13,April,2023,9,Morning,Spring,High,Week 2
20332,2,"Fisher, Mcpherson an",5,27/01/2023,20:08:13,600,3000,AP,Legal,Market Analysis,China,APAC,27,Saturday,Weekend,Saturday - 27,January,2023,20,Evening,Winter,Medium,Week 4
20335,7,Miller-Herring,7,3/6/2023,10:03:26,600,4200,AP,Advisory,Market Analysis,China,APAC,03,Wednesday,No,Wednesday - 03,June,2023,10,Morning,Summer,High,Week 1
20337,9,Austin-Moore,4,8/4/2023,16:38:09,1200,4800,AP,Management,Quarterly Review,China,APAC,08,Monday,No,Monday - 08,April,2023,16,Afternoon,Spring,High,Week 2
20338,9,Smith and Sons,7,11/11/2023,21:32:29,600,4200,AP,Management,Quarterly Review,China,APAC,11,Thursday,No,Thursday - 11,November,2023,21,Night,Autumn,High,Week 2
20346,2,"Brooks, Kennedy and ",3,13/07/2023,22:18:22,300,900,AP,Advisory,Annual Tax Filing,China,APAC,13,Saturday,Weekend,Saturday - 13,July,2023,22,Night,Summer,Low,Week 2
20350,8,"Carey, Davenport and",4,23/05/2023,10:35:11,600,2400,AP,Advisory,Strategy Consulting,China,APAC,23,Tuesday,No,Tuesday - 23,May,2023,10,Morning,Spring,Medium,Week 4
20351,7,"Dougherty, Smith and",6,20/04/2023,22:32:19,1200,7200,AP,Tax,Market Analysis,China,APAC,20,Saturday,Weekend,Saturday - 20,April,2023,22,Night,Spring,High,Week 3
20352,4,Escobar Inc,4,9/3/2023,12:22:23,600,2400,AP,Legal,Quarterly Review,China,APAC,09,Tuesday,No,Tuesday - 09,March,2023,12,Midday/Noon,Spring,Medium,Week 2
20356,1,Sellers Ltd,7,29/11/2023,23:08:25,600,4200,AP,Legal,Quarterly Review,China,APAC,29,Monday,No,Monday - 29,November,2023,23,Night,Autumn,High,Week 4
20359,6,"Smith, Lambert and C",4,12/5/2023,0:19:09,1500,6000,AP,Management,Market Analysis,China,APAC,12,Friday,No,Friday - 12,May,2023,0,Midnight and After,Spring,High,Week 2
20369,7,"Wood, Wilcox and Nel",1,27/09/2023,0:45:16,1200,1200,AP,Advisory,Legal Consultation,China,APAC,27,Saturday,Weekend,Saturday - 27,September,2023,0,Midnight and After,Autumn,Low,Week 4
20376,6,Castro PLC,8,4/6/2023,0:13:43,1500,12000,AP,Advisory,Strategy Consulting,China,APAC,04,Thursday,No,Thursday - 04,June,2023,0,Midnight and After,Summer,High,Week 1
20380,6,Baker Inc,2,8/5/2023,4:01:09,300,600,AP,Management,Market Analysis,China,APAC,08,Monday,No,Monday - 08,May,2023,4,Midnight and After,Spring,Low,Week 2
20384,4,"Valdez, Johnson and ",6,19/12/2023,16:34:19,300,1800,AP,Advisory,Quarterly Review,China,APAC,19,Friday,No,Friday - 19,December,2023,16,Afternoon,Winter,Medium,Week 3
20385,3,"Choi, Vazquez and Mu",2,16/03/2023,0:32:28,1200,2400,AP,Management,Quarterly Review,China,APAC,16,Tuesday,No,Tuesday - 16,March,2023,0,Midnight and After,Spring,Medium,Week 3
20386,1,"Flores, Thompson and",1,23/05/2023,17:18:48,300,300,AP,Advisory,Annual Tax Filing,China,APAC,23,Tuesday,No,Tuesday - 23,May,2023,17,Afternoon,Spring,Low,Week 4
20394,3,Jones Ltd,2,25/07/2023,3:38:49,600,1200,AP,Audit,Annual Tax Filing,China,APAC,25,Thursday,No,Thursday - 25,July,2023,3,Midnight and After,Summer,Low,Week 4
20395,8,Kelly-Cunningham,7,17/10/2023,1:04:01,600,4200,AP,Audit,Annual Tax Filing,China,APAC,17,Wednesday,No,Wednesday - 17,October,2023,1,Midnight and After,Autumn,High,Week 3
